ID,Address,City,Country,latitude,longitude
515,שדרות בן מיימון ,ירושלים,ישראל,31.774668,35.217444
516,שדרות המאירי ,ירושלים,ישראל,31.7875339,35.1950541
517,שדרות המוזיאונים ,ירושלים,ישראל,31.779093,35.19921
518,שדרות הרצל 4,ירושלים,ישראל,31.773874,35.183138
519,שדרות לוי אשכול 4,ירושלים,ישראל,31.7404691,34.9970752
520,שדרות משה דיין ,ירושלים,ישראל,31.832649,35.234547
521,שדרות משה דיין ,ירושלים,ישראל,31.832649,35.234547
522,שדרות משה דיין ,ירושלים,ישראל,31.832649,35.234547
523,שדרות סיירת דוכיפת ,ירושלים,ישראל,31.828575,35.246635
525,שדרות צ'רצ'יל ,ירושלים,ישראל,31.797454,35.24009
526,שדרות ש''י עגנון 4,ירושלים,ישראל,31.7639065,35.2043103
528,שומרי אמונים ,ירושלים,ישראל,31.7869869,35.22524
529,שושנה פוליאקוב 4,ירושלים,ישראל,31.7855615,35.1953565
531,שלמה באום ,ירושלים,ישראל,31.7216281,35.2185501
532,שלמה בן יוסף ,ירושלים,ישראל,31.7455153,35.2369202
533,שלמה בן יוסף ,ירושלים,ישראל,31.7455153,35.2369202
534,שלמה דוגה ,ירושלים,ישראל,31.7290667,35.1975475
535,שלמה המלך ,ירושלים,ישראל,31.7776551,35.2227665
537,שלמה מוסיוף ,ירושלים,ישראל,31.791425,35.2210828
538,שמאי ,ירושלים,ישראל,31.7810738,35.2178333
539,שמגר ,ירושלים,ישראל,31.7928956,35.2085419
540,שמואל הנביא ,ירושלים,ישראל,31.7898989,35.225091
541,שמואל הנביא 4,ירושלים,ישראל,31.7920342,35.2237633
542,שמואל עדן ,ירושלים,ישראל,31.824996,35.2376768
543,שמחה הולצברג ,ירושלים,ישראל,31.8346379,35.2327692
544,שמיר ,ירושלים,ישראל,31.7363013,35.1944177
546,שמעון הצדיק ,ירושלים,ישראל,31.7934804,35.2265141
547,שמריהו לוין ,ירושלים,ישראל,31.7688529,35.1714259
548,שמריהו לוין 4,ירושלים,ישראל,31.7691884,35.1780792
549,שמשון פולנסקי ,ירושלים,ישראל,31.7925198,35.222458
550,שערי משה ,ירושלים,ישראל,31.7869583,35.2209258
551,שערי תורה ,ירושלים,ישראל,31.7648898,35.1831203
552,שפע חיים ,ירושלים,ישראל,31.7960582,35.212212
554,שרעבי 4,ירושלים,ישראל,31.7885137,35.2159339
555,ששת הימים ,ירושלים,ישראל,31.80097,35.2304811
556,תורה מציון ,ירושלים,ישראל,31.7910768,35.2078298
557,תיאודור לביא ,ירושלים,ישראל,31.8181559,35.19082
558,תכלת מרדכי ,ירושלים,ישראל,31.7942416,35.2081728
559,תל חי ,ירושלים,ישראל,31.7629241,35.2132587
560,תרצה ,ירושלים,ישראל,31.7778384,35.1855901
561,תרשיש ,ירושלים,ישראל,31.7317054,35.1830993
